Make,Vehicle Class,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
JEEP,SUV - SMALL,2,4,X,10.9,10,10.5,27,245
JEEP,SUV - SMALL,3.6,6,X,12.9,10.2,11.7,24,275
JEEP,SUV - SMALL,3.6,6,X,13.8,10.1,12.2,23,285
JEEP,SUV - SMALL,1.4,4,X,9.9,7.7,8.9,32,209
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222
JEEP,SUV - SMALL,2.4,4,E,14.4,10.2,12.5,23,206
JEEP,SUV - SMALL,1.4,4,X,9.9,7.7,8.9,32,211
JEEP,SUV - SMALL,2.4,4,X,11.2,8.2,9.8,29,230
JEEP,SUV - SMALL,3.6,6,X,14.1,11.1,12.8,22,299
JEEP,SUV - SMALL,3.6,6,X,14.2,11,12.8,22,298
JEEP,SUV - SMALL,3.6,6,X,14.7,11.7,13.4,21,313
JEEP,SUV - SMALL,3.6,6,X,15,11.4,13.3,21,312
JEEP,SUV - SMALL,2,4,X,10.4,7.6,9.1,31,214
JEEP,SUV - SMALL,2.4,4,X,10.8,7.6,9.3,30,219
JEEP,SUV - SMALL,3.2,6,X,11.9,8.2,10.2,28,240
JEEP,SUV - SMALL,2,4,X,11.2,8,9.8,29,229
JEEP,SUV - SMALL,2.4,4,X,11.2,8,9.8,29,230
JEEP,SUV - SMALL,3.2,6,X,12.2,8.6,10.6,27,249
JEEP,SUV - SMALL,2,4,X,11.5,8.6,10.2,28,240
JEEP,SUV - SMALL,3.2,6,X,12.8,9,11.1,25,259
JEEP,SUV - SMALL,2,4,X,11.8,9.2,10.6,27,249
JEEP,SUV - SMALL,3.2,6,X,12.9,9.9,11.6,24,269
JEEP,SUV - SMALL,2.4,4,X,10.6,7.6,9.3,30,218
JEEP,SUV - SMALL,2.4,4,X,10.4,7.3,9,31,211
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222
JEEP,SUV - SMALL,2.4,4,X,10.8,7.6,9.4,30,221
JEEP,SUV - STANDARD,3.6,6,X,12.7,9.6,11.3,25,265
JEEP,SUV - STANDARD,5.7,8,X,16.7,10.9,14.1,20,331
JEEP,SUV - STANDARD,3,6,D,11.2,8.5,10,28,268
JEEP,SUV - STANDARD,6.4,8,Z,18.3,12.6,15.7,18,368
JEEP,SUV - STANDARD,6.2,8,Z,20.9,13.8,17.7,16,413
JEEP,SUV - SMALL,1.3,4,X,9.8,7.4,8.7,32,204
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222
JEEP,SUV - SMALL,1.3,4,X,10.1,8.1,9.2,31,216
JEEP,SUV - SMALL,2.4,4,X,11.2,8.2,9.8,29,230
JEEP,SUV - SMALL,1.3,4,X,10.8,8.7,9.9,29,230
JEEP,SUV - SMALL,2,4,X,10.5,9.4,10,28,233
JEEP,SUV - SMALL,3.6,6,X,12.8,10.4,11.8,24,274
JEEP,SUV - SMALL,3.6,6,X,13.7,9.6,11.8,24,277
JEEP,SUV - SMALL,2,4,X,10.9,10,10.5,27,245
JEEP,SUV - SMALL,3.6,6,X,12.9,10.2,11.7,24,275
JEEP,SUV - SMALL,3.6,6,X,13.8,10.1,12.2,23,285
JEEP,SUV - SMALL,2,4,X,10.4,7.6,9.1,31,214
JEEP,SUV - SMALL,2.4,4,X,10.8,7.6,9.3,30,219
JEEP,SUV - SMALL,3.2,6,X,11.9,8.2,10.2,28,240
JEEP,SUV - SMALL,2,4,X,11.2,8,9.8,29,229
JEEP,SUV - SMALL,2.4,4,X,11.2,8,9.8,29,230
JEEP,SUV - SMALL,3.2,6,X,12.2,8.6,10.6,27,249
JEEP,SUV - SMALL,2,4,X,11.5,8.6,10.2,28,240
JEEP,SUV - SMALL,3.2,6,X,12.8,9,11.1,25,259
JEEP,SUV - SMALL,2,4,X,11.8,9.2,10.6,27,249
JEEP,SUV - SMALL,3.2,6,X,12.9,9.9,11.6,24,269
JEEP,SUV - SMALL,2.4,4,X,10.6,7.6,9.3,30,218
JEEP,SUV - SMALL,2.4,4,X,10.4,7.3,9,31,211
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222
JEEP,SUV - SMALL,2.4,4,X,10.8,7.6,9.4,30,221
JEEP,PICKUP TRUCK - STANDARD,3.6,6,X,13.7,10.7,12.3,23,290
JEEP,PICKUP TRUCK - STANDARD,3.6,6,X,14.3,10.4,12.6,22,296
JEEP,SUV - STANDARD,3.6,6,X,12.7,9.6,11.3,25,265
JEEP,SUV - STANDARD,5.7,8,X,16.7,10.9,14.1,20,331
JEEP,SUV - STANDARD,6.2,8,Z,20.9,13.8,17.7,16,413
JEEP,SUV - STANDARD,6.4,8,Z,18.3,12.6,15.7,18,368
JEEP,SUV - SMALL,1.3,4,X,9.8,7.4,8.7,32,204
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222
JEEP,SUV - SMALL,1.3,4,X,10.1,8.1,9.2,31,216
JEEP,SUV - SMALL,1.3,4,X,10.8,8.7,9.9,29,230
JEEP,SUV - SMALL,2.4,4,X,11.2,8.2,9.8,29,230
JEEP,SUV - SMALL,2,4,X,10.7,9.8,10.3,27,241
JEEP,SUV - SMALL,3.6,6,X,12.8,10.4,11.8,24,274
JEEP,SUV - SMALL,3.6,6,X,12,9.8,11,26,259
JEEP,SUV - SMALL,3.6,6,X,13.7,9.6,11.8,24,277
JEEP,SUV - SMALL,2,4,X,11.5,10.9,11.2,25,263
JEEP,SUV - SMALL,2,4,X,11.3,10.5,10.9,26,257
JEEP,SUV - SMALL,3,6,D,10.6,8.1,9.5,30,255
JEEP,SUV - SMALL,3.6,6,X,12.9,10.7,11.9,24,280
JEEP,SUV - SMALL,3.6,6,X,12.6,10.7,11.8,24,276
JEEP,SUV - SMALL,3.6,6,X,13.8,10.1,12.2,23,285
KIA,FULL-SIZE,3.3,6,X,12.7,8.8,10.9,26,251
KIA,MID-SIZE,1.8,4,X,9.6,6.6,8.3,34,191
KIA,MID-SIZE,1.8,4,X,9.3,6.4,8,35,184
KIA,MID-SIZE,2,4,X,9.8,6.6,8.4,34,193
KIA,MID-SIZE,2,4,X,9.7,6.8,8.4,34,193
KIA,FULL-SIZE,1.6,4,X,11.1,8,9.7,29,223
KIA,FULL-SIZE,1.6,4,X,11.1,8.2,9.8,29,225
KIA,FULL-SIZE,2,4,X,9.7,6.8,8.4,34,193
KIA,FULL-SIZE,2,4,X,9.8,7,8.5,33,196
KIA,COMPACT,1.6,4,X,10.6,7.9,9.4,30,216
KIA,COMPACT,1.6,4,X,10.8,8.1,9.6,29,221
KIA,COMPACT,2,4,X,9.6,7,8.4,34,193
KIA,COMPACT,2,4,X,9.8,7.2,8.6,33,198
KIA,MID-SIZE,2,4,X,11.7,7.6,9.9,29,228
KIA,MID-SIZE,2.4,4,X,10.2,6.8,8.7,32,200
KIA,MID-SIZE,2.4,4,X,6.5,5.9,6.2,46,143
KIA,MID-SIZE,2.4,4,X,6.7,6,6.4,44,147
KIA,COMPACT,1.6,4,X,8.7,6.3,7.6,37,175
KIA,COMPACT,1.6,4,X,8.7,6.4,7.7,37,177
KIA,COMPACT,1.6,4,X,8.5,6.4,7.6,37,175
KIA,STATION WAGON - MID-SIZE,2,4,X,10.5,7.5,9.2,31,212
KIA,STATION WAGON - MID-SIZE,2,4,X,10.8,7.4,9.3,30,214
KIA,MINIVAN,3.5,6,X,13.7,9.9,12,24,276
KIA,SUV - SMALL,2.4,4,X,11.8,8.5,10.3,27,237
KIA,SUV - SMALL,3.3,6,X,12.9,9.5,11.4,25,262
KIA,SUV - SMALL,2.4,4,X,12.3,9.3,11,26,253
KIA,SUV - SMALL,3.3,6,X,13.4,9.9,11.8,24,271
KIA,STATION WAGON - SMALL,1.6,4,X,9.8,7.9,8.9,32,205
KIA,STATION WAGON - SMALL,1.6,4,X,9.9,7.8,9,31,207
KIA,STATION WAGON - SMALL,2,4,X,10.1,7.8,9.1,31,209
KIA,STATION WAGON - SMALL,2,4,X,9.7,7.8,8.8,32,202
KIA,SUV - SMALL,2.4,4,X,11.4,8.3,10,28,230
KIA,SUV - SMALL,2.4,4,X,12.9,9.3,11.3,25,260
KIA,SUV - SMALL,2,4,X,12.7,9.7,11.4,25,262
KIA,SUV - SMALL,2.4,4,X,12,9.1,10.7,26,246
KIA,FULL-SIZE,3.3,6,X,12.7,8.4,10.7,26,246
KIA,MID-SIZE,1.8,4,X,8.8,6.1,7.6,37,175
KIA,MID-SIZE,1.8,4,X,9.3,6.3,7.9,36,182
KIA,MID-SIZE,2,4,X,9.7,6.7,8.3,34,191
KIA,MID-SIZE,2,4,X,9.8,6.9,8.5,33,196
KIA,FULL-SIZE,1.6,4,X,11.1,8,9.7,29,223
KIA,FULL-SIZE,1.6,4,X,11.1,8.2,9.8,29,225
KIA,FULL-SIZE,2,4,X,9.5,7.2,8.5,33,196
KIA,FULL-SIZE,2,4,X,9.7,6.9,8.4,34,193
KIA,COMPACT,1.6,4,X,10.6,7.8,9.4,30,216
KIA,COMPACT,1.6,4,X,10.8,8.1,9.6,29,221
KIA,COMPACT,2,4,X,9.7,7.1,8.6,33,198
KIA,COMPACT,2,4,X,10,7.4,8.8,32,202
KIA,FULL-SIZE,3.8,6,X,13.3,8.9,11.3,25,260
KIA,FULL-SIZE,5,8,Z,15.7,10.3,13.3,21,306
KIA,MID-SIZE,2,4,X,11.7,7.7,9.9,29,228
KIA,MID-SIZE,2.4,4,X,10.2,6.9,8.7,32,200
KIA,MID-SIZE,2.4,4,X,6.6,5.9,6.3,45,145
KIA,MID-SIZE,2.4,4,X,6.7,6.1,6.4,44,147
KIA,COMPACT,1.6,4,X,8.8,6.3,7.7,37,177
KIA,COMPACT,1.6,4,X,8.7,6.4,7.7,37,177
KIA,COMPACT,1.6,4,X,8.5,6.3,7.6,37,175
KIA,STATION WAGON - MID-SIZE,2,4,X,10.6,7.6,9.3,30,214
KIA,STATION WAGON - MID-SIZE,2,4,X,10.8,7.4,9.3,30,214
KIA,MINIVAN,3.3,6,X,13.2,9.7,11.6,24,267
KIA,MINIVAN,3.3,6,X,12.9,9.5,11.4,25,262
KIA,MINIVAN,3.3,6,X,14.2,10.5,12.5,23,288
KIA,SUV - SMALL,2.4,4,X,11.8,8.7,10.4,27,239
KIA,SUV - SMALL,3.3,6,X,12.7,9,11.1,25,255
KIA,SUV - SMALL,2.4,4,X,12.2,9.4,10.9,26,251
KIA,SUV - SMALL,3.3,6,X,13.4,10,11.8,24,271
KIA,STATION WAGON - SMALL,1.6,4,X,9.8,7.8,8.9,32,205
KIA,STATION WAGON - SMALL,1.6,4,X,9.9,7.8,9,31,207
KIA,STATION WAGON - SMALL,2,4,X,10.1,7.7,9,31,207
KIA,STATION WAGON - SMALL,2,4,X,9.7,7.7,8.8,32,202
KIA,SUV - SMALL,2.4,4,X,11.4,8.3,10,28,230
KIA,SUV - SMALL,2.4,4,X,12.9,9.2,11.3,25,260
KIA,SUV - SMALL,2,4,X,12.6,9.7,11.3,25,260
KIA,SUV - SMALL,2.4,4,X,12,9.1,10.7,26,246
KIA,FULL-SIZE,3.3,6,X,12.7,8.4,10.7,26,251
KIA,MID-SIZE,1.8,4,X,8.9,6.1,7.6,37,179
KIA,MID-SIZE,1.8,4,X,9.3,6.3,7.9,36,186
KIA,MID-SIZE,2,4,X,9.7,6.7,8.3,34,196
KIA,MID-SIZE,2,4,X,9.8,6.9,8.5,33,198
KIA,FULL-SIZE,1.6,4,X,11.1,8,9.7,29,228
KIA,FULL-SIZE,1.6,4,X,11.1,8.2,9.8,29,227
KIA,FULL-SIZE,2,4,X,9.5,7.2,8.5,33,199
KIA,FULL-SIZE,2,4,X,9.7,6.9,8.4,34,197
KIA,COMPACT,1.6,4,X,10.6,7.8,9.4,30,218
KIA,COMPACT,1.6,4,X,10.8,8.1,9.6,29,222
KIA,COMPACT,2,4,X,9.7,7.1,8.6,33,200
KIA,COMPACT,2,4,X,10,7.4,8.8,32,206
KIA,FULL-SIZE,3.8,6,X,13.9,9.2,11.8,24,278
KIA,FULL-SIZE,5,8,X,15.6,10.6,13.4,21,318
KIA,FULL-SIZE,1.6,4,X,8.4,6.1,7.4,38,175
KIA,FULL-SIZE,2,4,X,10.9,7.4,9.3,30,222
KIA,FULL-SIZE,2.4,4,X,9.4,6.5,8.1,35,193
KIA,MID-SIZE,2.4,4,X,6.6,5.9,6.3,45,147
KIA,MID-SIZE,2.4,4,X,6.7,6.1,6.4,44,150
KIA,COMPACT,1.6,4,X,8.7,6.3,7.7,37,178
KIA,COMPACT,1.6,4,X,8.8,6.4,7.7,37,179
KIA,COMPACT,1.6,4,X,8.5,6.3,7.6,37,175
KIA,STATION WAGON - MID-SIZE,2,4,X,10.1,7.6,9,31,214
KIA,STATION WAGON - MID-SIZE,2,4,X,10.4,7.8,9.3,30,220
KIA,MINIVAN,3.3,6,X,13.2,9.7,11.6,24,275
KIA,MINIVAN,3.3,6,X,12.9,9.5,11.4,25,269
KIA,MINIVAN,3.3,6,X,14.2,10.5,12.5,23,296
KIA,SUV - SMALL,2,4,X,11.7,8.6,10.3,27,245
KIA,SUV - SMALL,2.4,4,X,11.1,8.2,9.8,29,233
KIA,SUV - SMALL,2,4,X,12.3,9.3,10.9,26,259
KIA,SUV - SMALL,2.4,4,X,11.4,9.2,10.4,27,245
KIA,SUV - SMALL,3.3,6,X,13.4,9.4,11.6,24,275
KIA,STATION WAGON - SMALL,1.6,4,X,9.8,7.8,8.9,32,206
KIA,STATION WAGON - SMALL,1.6,4,X,9.9,7.8,9,31,208
KIA,STATION WAGON - SMALL,2,4,X,9.8,7.5,8.8,32,208
KIA,STATION WAGON - SMALL,2,4,X,9.7,7.7,8.8,32,208
KIA,SUV - SMALL,2.4,4,X,11.4,8.3,10,28,231
KIA,SUV - SMALL,2.4,4,X,12.9,9.2,11.3,25,261
KIA,SUV - SMALL,2,4,X,12.6,9.7,11.3,25,261
KIA,SUV - SMALL,2.4,4,X,12,9.3,10.8,26,251
KIA,FULL-SIZE,3.3,6,X,11.5,8.5,10.2,28,237
KIA,MID-SIZE,2,4,X,7.9,6.3,7.2,39,170
KIA,MID-SIZE,2,4,X,9.4,7,8.3,34,198
KIA,MID-SIZE,2,4,X,9.4,6.8,8.3,34,195
KIA,FULL-SIZE,1.6,4,X,9.4,7.9,8.7,32,207
KIA,FULL-SIZE,2,4,X,9.7,7,8.3,34,197
KIA,FULL-SIZE,2,4,X,9.8,7.3,8.7,32,204
KIA,COMPACT,1.6,4,X,9.6,7.4,8.6,33,204
KIA,COMPACT,1.6,4,X,10.1,8,9.2,31,216
KIA,COMPACT,2,4,X,9.6,7.3,8.6,33,203
KIA,COMPACT,2,4,X,9.9,7.6,8.8,32,209
KIA,FULL-SIZE,3.8,6,X,13.8,9.3,11.8,24,279
KIA,FULL-SIZE,5,8,Z,15.6,10.6,13.3,21,317
KIA,STATION WAGON - SMALL,1.6,4,X,4.6,5.1,4.8,59,114
KIA,STATION WAGON - SMALL,1.6,4,X,4.5,4.8,4.7,60,110
KIA,STATION WAGON - SMALL,1.6,4,X,5.1,5.8,5.4,52,129
KIA,FULL-SIZE,2.4,4,X,9.6,6.8,8.4,34,198
KIA,FULL-SIZE,2.4,4,X,9.3,6.6,8,35,190
KIA,FULL-SIZE,2,4,X,10.9,7.6,9.4,30,224
KIA,MID-SIZE,2,4,X,6,5.1,5.6,50,132
KIA,COMPACT,1.6,4,X,8.8,6.5,7.8,36,181
KIA,COMPACT,1.6,4,X,8.8,6.6,7.8,36,181
KIA,STATION WAGON - MID-SIZE,2,4,X,9.9,7.6,8.9,32,210
KIA,MINIVAN,3.3,6,X,13.2,9.7,11.6,24,275
KIA,MINIVAN,3.3,6,X,12.9,9.5,11.4,25,269
KIA,MINIVAN,3.3,6,X,14.1,10.5,12.5,23,296
KIA,SUV - SMALL,2.4,4,X,11.2,8.3,9.9,29,234
KIA,SUV - SMALL,2,4,X,12.3,9.4,11,26,259
KIA,SUV - SMALL,2.4,4,X,11.5,9.3,10.5,27,246
KIA,SUV - SMALL,3.3,6,X,14,10.1,12.2,23,289
KIA,SUV - SMALL,3.3,6,X,13.2,9.3,11.4,25,270
KIA,STATION WAGON - SMALL,1.6,4,X,9.4,7.8,8.7,32,205
KIA,STATION WAGON - SMALL,1.6,4,X,9.7,7.8,8.8,32,208
KIA,STATION WAGON - SMALL,2,4,X,9.5,7.8,8.7,32,206
KIA,STATION WAGON - SMALL,1.6,4,X,9.1,7.7,8.5,33,199
KIA,SUV - SMALL,2.4,4,X,10.4,8,9.3,30,220
KIA,SUV - SMALL,2,4,X,11.9,10.2,11.1,25,263
KIA,SUV - SMALL,2.4,4,X,11.3,9.5,10.5,27,247
KIA,FULL-SIZE,3.3,6,X,11.5,8.5,10.2,28,237
KIA,MID-SIZE,2,4,X,8,6.1,7.1,40,168
KIA,MID-SIZE,2,4,X,9.4,7,8.3,34,198
KIA,MID-SIZE,2,4,X,9.4,6.8,8.3,34,195
KIA,FULL-SIZE,1.6,4,X,9.4,7.9,8.7,32,207
KIA,FULL-SIZE,2,4,X,9.4,7,8.3,34,197
KIA,FULL-SIZE,2,4,X,9.8,7.3,8.7,32,204
KIA,FULL-SIZE,3.8,6,X,13.8,9.3,11.8,24,279
KIA,FULL-SIZE,5,8,Z,15.6,10.6,13.3,21,317
KIA,STATION WAGON - SMALL,1.6,4,X,4.6,5.1,4.8,59,114
KIA,STATION WAGON - SMALL,1.6,4,X,4.5,4.8,4.7,60,110
KIA,STATION WAGON - SMALL,1.6,4,X,5.1,5.8,5.4,52,129
KIA,FULL-SIZE,2,4,X,10.9,7.6,9.4,30,224
KIA,FULL-SIZE,2.4,4,X,9.6,6.8,8.4,34,198
KIA,FULL-SIZE,2.4,4,X,9.3,6.6,8,35,190
KIA,MID-SIZE,2,4,X,6,5.1,5.6,50,132
KIA,COMPACT,1.6,4,X,8.5,6.4,7.5,38,177
KIA,COMPACT,1.6,4,X,8.3,6.4,7.5,38,175
KIA,MINIVAN,3.3,6,X,13.2,9.7,11.6,24,275
KIA,MINIVAN,3.3,6,X,12.9,9.5,11.4,25,269
KIA,MINIVAN,3.3,6,X,14.1,10.5,12.5,23,296
KIA,SUV - SMALL,2.4,4,X,11.2,8.3,9.9,29,234
KIA,SUV - SMALL,2,4,X,12.3,9.4,11,26,259
KIA,SUV - SMALL,2.4,4,X,11.5,9.3,10.5,27,246
KIA,SUV - SMALL,3.3,6,X,14,10.1,12.2,23,289
KIA,SUV - SMALL,3.3,6,X,13.2,9.3,11.4,25,270
KIA,STATION WAGON - SMALL,1.6,4,X,9.1,7.7,8.5,33,199
KIA,STATION WAGON - SMALL,1.6,4,X,9.4,7.8,8.7,32,205
KIA,STATION WAGON - SMALL,2,4,X,9.5,7.8,8.7,32,206
KIA,SUV - SMALL,2.4,4,X,10.3,7.8,9.2,31,218
KIA,SUV - SMALL,2,4,X,11.9,10.2,11.1,25,263
KIA,SUV - SMALL,2.4,4,X,11.3,9.5,10.5,27,247
KIA,MID-SIZE,3.3,6,Z,12.7,9.6,11.3,25,265
KIA,FULL-SIZE,3.3,6,X,11.6,8.5,10.2,28,238
KIA,MID-SIZE,2,4,X,7.7,5.9,6.9,41,164
KIA,MID-SIZE,2,4,X,8.6,6.4,7.6,37,180
KIA,STATION WAGON - SMALL,1.6,4,X,4.6,5.1,4.8,59,114
KIA,STATION WAGON - SMALL,1.6,4,X,4.5,4.8,4.7,60,110
KIA,STATION WAGON - SMALL,1.6,4,X,5.1,5.8,5.4,52,129
KIA,FULL-SIZE,2,4,X,11.2,7.9,9.7,29,230
KIA,FULL-SIZE,2.4,4,X,9.5,7.1,8.4,34,199
KIA,MID-SIZE,2,4,X,6.1,5.2,5.7,50,133
KIA,COMPACT,1.6,4,X,8.5,6.4,7.5,38,177
KIA,COMPACT,1.6,4,X,8.3,6.4,7.5,38,175
KIA,MINIVAN,3.3,6,X,12.7,10,11.5,25,272
KIA,SUV - SMALL,2.4,4,X,10.7,8.2,9.6,29,225
KIA,SUV - SMALL,2.4,4,X,11.2,9,10.2,28,242
KIA,SUV - SMALL,3.3,6,X,12.5,9.7,11.2,25,265
KIA,STATION WAGON - SMALL,1.6,4,X,9.1,7.7,8.5,33,199
KIA,STATION WAGON - SMALL,1.6,4,X,9,7.6,8.4,34,198
KIA,STATION WAGON - SMALL,2,4,X,9.5,7.8,8.7,32,206
KIA,SUV - SMALL,2.4,4,X,10.3,7.8,9.2,31,218
KIA,SUV - SMALL,2,4,X,11.9,10.2,11.1,25,263
KIA,SUV - SMALL,2.4,4,X,11.3,9.5,10.5,27,247
KIA,MID-SIZE,2,4,Z,11.1,8.1,9.7,29,229
KIA,MID-SIZE,3.3,6,Z,13.6,9.6,11.8,24,279
KIA,MID-SIZE,1.6,4,X,8.7,6.6,7.8,36,184
KIA,MID-SIZE,2,4,X,7.9,5.9,7,40,165
KIA,MID-SIZE,2,4,X,8.6,6.4,7.6,37,180
KIA,FULL-SIZE,1.6,4,X,8.9,6.9,8,35,190
KIA,FULL-SIZE,2,4,X,8,6,7.1,40,169
KIA,STATION WAGON - SMALL,1.6,4,X,4.6,5.1,4.8,59,114
KIA,STATION WAGON - SMALL,1.6,4,X,4.5,4.8,4.7,60,110
KIA,STATION WAGON - SMALL,1.6,4,X,5.1,5.8,5.4,52,129
KIA,FULL-SIZE,2.4,4,X,9.5,7.1,8.4,34,199
KIA,MID-SIZE,2,4,X,5.9,5.2,5.6,50,132
KIA,COMPACT,1.6,4,X,7.2,5.9,6.6,43,151
KIA,COMPACT,1.6,4,X,7.8,6,7,40,167
KIA,MINIVAN,3.3,6,X,12.7,9.9,11.5,25,271
KIA,SUV - SMALL,2.4,4,X,11.2,9,10.2,28,242
KIA,SUV - SMALL,3.3,6,X,12.3,9.5,11.1,25,261
KIA,STATION WAGON - SMALL,2,4,X,8.6,7.1,7.9,36,188
KIA,STATION WAGON - SMALL,2,4,X,9.6,7.6,8.7,32,206
KIA,SUV - SMALL,2.4,4,X,10.1,7.6,9,31,214
KIA,SUV - SMALL,2,4,X,12.1,9.6,11,26,261
KIA,SUV - SMALL,2.4,4,X,10.8,9.1,10,28,239
KIA,MID-SIZE,3.3,6,Z,13.6,9.6,11.8,24,279
KIA,SUV - SMALL,3.8,6,X,12.5,9.6,11.2,25,264
PORSCHE,MINICOMPACT,3.4,6,Z,11.6,8.3,10.1,28,232
PORSCHE,MINICOMPACT,3.4,6,Z,12.5,8.6,10.7,26,246
PORSCHE,MINICOMPACT,3.4,6,Z,11.8,8.5,10.3,27,237
PORSCHE,MINICOMPACT,3.4,6,Z,12.4,8.6,10.7,26,246
PORSCHE,MINICOMPACT,3.4,6,Z,12,8.7,10.5,27,242
PORSCHE,MINICOMPACT,3.4,6,Z,12.6,9,11,26,253
PORSCHE,MINICOMPACT,3.8,6,Z,12.3,8.9,10.8,26,248
PORSCHE,MINICOMPACT,3.8,6,Z,12.8,8.9,11,26,253
PORSCHE,MINICOMPACT,3.8,6,Z,12.7,9,11,26,253
PORSCHE,MINICOMPACT,3.8,6,Z,12.9,9.1,11.2,25,258
PORSCHE,MINICOMPACT,3.4,6,Z,11.6,8.3,10.1,28,232
PORSCHE,MINICOMPACT,3.4,6,Z,12.4,8.6,10.7,26,246
PORSCHE,MINICOMPACT,3.8,6,Z,12.1,8.7,10.6,27,244
PORSCHE,MINICOMPACT,3.8,6,Z,12.6,8.6,10.8,26,248
PORSCHE,MINICOMPACT,3.8,6,Z,12.4,8.7,10.7,26,246
PORSCHE,MINICOMPACT,3.8,6,Z,12.6,8.8,10.9,26,251
PORSCHE,TWO-SEATER,3.8,6,Z,16,11.5,14,20,322
PORSCHE,MINICOMPACT,3.8,6,Z,13.7,9.6,11.9,24,274
PORSCHE,MINICOMPACT,3.8,6,Z,13.7,9.6,11.9,24,274
PORSCHE,MINICOMPACT,3.8,6,Z,13.7,9.6,11.9,24,274
PORSCHE,MINICOMPACT,3.8,6,Z,13.7,9.6,11.9,24,274
PORSCHE,TWO-SEATER,2.7,6,Z,10.7,7.4,9.2,31,212
PORSCHE,TWO-SEATER,2.7,6,Z,11.5,7.9,9.9,29,228
PORSCHE,TWO-SEATER,3.4,6,Z,11.3,7.9,9.8,29,225
PORSCHE,TWO-SEATER,3.4,6,Z,11.9,8.6,10.4,27,239
PORSCHE,SUV - STANDARD,3.6,6,Z,14.1,10.2,12.4,23,290
PORSCHE,SUV - STANDARD,3.6,6,Z,15.8,10.9,13.6,21,313
PORSCHE,SUV - STANDARD,3,6,D,11.8,8.1,10.2,28,277
PORSCHE,SUV - STANDARD,4.8,8,Z,16.7,11.5,14.4,20,338
PORSCHE,SUV - STANDARD,4.8,8,Z,15.5,10.7,13.2,21,310
PORSCHE,SUV - STANDARD,3,6,Z,11.8,9.9,10.9,26,251
PORSCHE,SUV - STANDARD,4.8,8,Z,16.3,11,13.9,20,326
PORSCHE,SUV - STANDARD,4.8,8,Z,18,11.9,15.2,19,358
PORSCHE,TWO-SEATER,2.7,6,Z,10.7,7.4,9.2,31,212
PORSCHE,TWO-SEATER,2.7,6,Z,11.5,7.9,9.9,29,228
PORSCHE,TWO-SEATER,3.4,6,Z,11.3,7.9,9.8,29,225
PORSCHE,TWO-SEATER,3.4,6,Z,11.9,8.6,10.4,27,239
PORSCHE,FULL-SIZE,3.6,6,Z,12.9,8.4,10.9,26,251
PORSCHE,FULL-SIZE,3.6,6,Z,13.1,8.7,11.1,25,255
PORSCHE,FULL-SIZE,3,6,Z,13.4,8.8,11.3,25,260
PORSCHE,FULL-SIZE,3,6,Z,13.7,8.9,11.5,25,264
PORSCHE,FULL-SIZE,4.8,8,Z,15.1,9.7,12.7,22,292
PORSCHE,FULL-SIZE,3,6,Z,13.4,8.8,11.3,25,260
PORSCHE,FULL-SIZE,4.8,8,Z,15.3,9.7,12.8,22,294
PORSCHE,FULL-SIZE,4.8,8,Z,15.4,9.8,12.9,22,297
PORSCHE,MINICOMPACT,3.4,6,Z,11.6,8.4,10.1,28,232
PORSCHE,MINICOMPACT,3.4,6,Z,12.3,8.6,10.6,27,244
PORSCHE,MINICOMPACT,3.4,6,Z,11.5,8.3,10.1,28,232
PORSCHE,MINICOMPACT,3.4,6,Z,12.3,8.7,10.7,26,246
PORSCHE,MINICOMPACT,3.4,6,Z,11.6,8.5,10.2,28,235
PORSCHE,MINICOMPACT,3.4,6,Z,12.3,8.7,10.7,26,246
PORSCHE,MINICOMPACT,3.4,6,Z,11.9,8.7,10.5,27,242
PORSCHE,MINICOMPACT,3.4,6,Z,12.5,9,10.9,26,251
PORSCHE,MINICOMPACT,3.8,6,Z,12.6,9.2,11.1,25,255
PORSCHE,MINICOMPACT,3.8,6,Z,13,9.2,11.3,25,260
PORSCHE,MINICOMPACT,3.8,6,Z,13.1,9.4,11.4,25,262
PORSCHE,MINICOMPACT,3.8,6,Z,13.4,9.3,11.6,24,267
PORSCHE,MINICOMPACT,3.8,6,Z,12.2,8.9,10.7,26,246
PORSCHE,MINICOMPACT,3.8,6,Z,12.6,8.9,11,26,253
PORSCHE,MINICOMPACT,3.8,6,Z,12.5,9,11,26,253
PORSCHE,MINICOMPACT,3.8,6,Z,12.9,9.2,11.2,25,258
PORSCHE,MINICOMPACT,3.8,6,Z,12.6,9,11,26,253
PORSCHE,MINICOMPACT,3.8,6,Z,12.9,9,11.2,25,258
PORSCHE,MINICOMPACT,3.8,6,Z,12.6,9.2,11.1,25,255
PORSCHE,MINICOMPACT,3.8,6,Z,13.4,9.3,11.6,24,267
